:Data_list: power_2013.txt
:Created: Tue Jan 27 20:00:00 UTC 2014

# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov
#
# Source: NOAA POES (Whatever is aloft)
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7    NOAA POES Satellite number
# 1X    (Space)
# A3    (S) or (N) - hemisphere
# I3    Hemispheric Power Index (activity level)
# F7.2  Estimated Hemispheric Power in gigawatts
# F7.2  Normalizing factor


2017-05-30 00:00:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:01:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:02:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:03:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:04:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:05:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:06:30 NOAA-00 (N)  0   7.64   1.00
2017-05-30 00:07:30 NOAA-00 (N)  0   7.64   1.00
2017-05-30 00:08:30 NOAA-00 (N)  0   7.64   1.00
2017-05-30 00:09:30 NOAA-00 (N)  0   7.64   1.00
2017-05-30 00:10:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:11:30 NOAA-00 (N)  0   8.26   1.00
2017-05-30 00:12:30 NOAA-00 (N)  0   8.86   1.00
2017-05-30 00:13:30 NOAA-00 (N)  0   8.86   1.00
2017-05-30 00:14:30 NOAA-00 (N)  0   8.86   1.00
2017-05-30 00:15:30 NOAA-00 (N)  0   9.44   1.00
2017-05-30 00:16:30 NOAA-00 (N)  0   9.44   1.00
2017-05-30 00:17:30 NOAA-00 (N)  0  10.00   1.00
2017-05-30 00:18:30 NOAA-00 (N)  0  10.00   1.00
2017-05-30 00:19:30 NOAA-00 (N)  0  10.00   1.00
2017-05-30 00:20:30 NOAA-00 (N)  0  10.54   1.00
2017-05-30 00:21:30 NOAA-00 (N)  0  10.54   1.00
2017-05-30 00:22:30 NOAA-00 (N)  0  11.07   1.00
