:Data_list: power_2013.txt
:Created: Tue Jan 27 20:00:00 UTC 2014


# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov
#
# Source: NOAA POES (Whatever is aloft)
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7    NOAA POES Satellite number
# 1X    (Space)
# A3    (S) or (N) - hemisphere
# I3    Hemispheric Power Index (activity level)
# F7.2  Estimated Hemispheric Power in gigawatts
# F7.2  Normalizing factor

2017-09-08 00:00:30 NOAA-00 (N)  0 154.13   1.00
2017-09-08 00:01:30 NOAA-00 (N)  0 138.40   1.00
2017-09-08 00:02:30 NOAA-00 (N)  0 135.65   1.00
2017-09-08 00:03:30 NOAA-00 (N)  0 142.32   1.00
2017-09-08 00:04:30 NOAA-00 (N)  0 151.04   1.00
2017-09-08 00:05:30 NOAA-00 (N)  0 143.16   1.00
2017-09-08 00:06:30 NOAA-00 (N)  0 136.13   1.00
2017-09-08 00:07:30 NOAA-00 (N)  0 146.40   1.00
2017-09-08 00:08:30 NOAA-00 (N)  0 153.05   1.00
2017-09-08 00:09:30 NOAA-00 (N)  0 154.13   1.00
2017-09-08 00:10:30 NOAA-00 (N)  0 151.29   1.00
2017-09-08 00:11:30 NOAA-00 (N)  0 157.68   1.00
2017-09-08 00:12:30 NOAA-00 (N)  0 162.53   1.00
2017-09-08 00:13:30 NOAA-00 (N)  0 165.29   1.00
2017-09-08 00:14:30 NOAA-00 (N)  0 181.65   1.00
2017-09-08 00:15:30 NOAA-00 (N)  0 191.96   1.00
2017-09-08 00:16:30 NOAA-00 (N)  0 207.01   1.00
2017-09-08 00:17:30 NOAA-00 (N)  0 217.53   1.00
2017-09-08 00:18:30 NOAA-00 (N)  0 214.50   1.00
2017-09-08 00:19:30 NOAA-00 (N)  0 193.65   1.00
2017-09-08 00:20:30 NOAA-00 (N)  0 167.96   1.00
2017-09-08 00:21:30 NOAA-00 (N)  0 161.56   1.00
2017-09-08 00:22:30 NOAA-00 (N)  0 156.44   1.00
2017-09-08 00:23:30 NOAA-00 (N)  0 148.58   1.00
2017-09-08 00:24:30 NOAA-00 (N)  0 126.94   1.00
2017-09-08 00:25:30 NOAA-00 (N)  0 116.77   1.00
2017-09-08 00:26:30 NOAA-00 (N)  0 113.70   1.00
2017-09-08 00:27:30 NOAA-00 (N)  0 129.08   1.00
2017-09-08 00:28:30 NOAA-00 (N)  0 147.03   1.00
2017-09-08 00:29:30 NOAA-00 (N)  0 145.39   1.00
2017-09-08 00:30:30 NOAA-00 (N)  0 135.32   1.00
2017-09-08 00:31:30 NOAA-00 (N)  0 146.34   1.00
2017-09-08 00:32:30 NOAA-00 (N)  0 147.09   1.00
2017-09-08 00:33:30 NOAA-00 (N)  0 150.31   1.00
2017-09-08 00:34:30 NOAA-00 (N)  0 155.50   1.00
2017-09-08 00:35:30 NOAA-00 (N)  0 159.19   1.00
2017-09-08 00:36:30 NOAA-00 (N)  0 152.62   1.00
